[29/100][100/177]	Loss_D: 0.7974	Loss_G: 2.3833	D(x): 0.7448	D(G(z)): 0.3655 / 0.1069
[29/100][150/177]	Loss_D: 0.7503	Loss_G: 2.4905	D(x): 0.6327	D(G(z)): 0.1810 / 0.0990
[30/100][0/177]	Loss_D: 0.6642	Loss_G: 2.0960	D(x): 0.7962	D(G(z)): 0.3307 / 0.1368
[30/100][50/177]	Loss_D: 0.9238	Loss_G: 0.9352	D(x): 0.4966	D(G(z)): 0.0904 / 0.4233
[30/100][100/177]	Loss_D: 1.0933	Loss_G: 3.7929	D(x): 0.9305	D(G(z)): 0.6203 / 0.0303
[30/100][150/177]	Loss_D: 0.7812	Loss_G: 2.2768	D(x): 0.7628	D(G(z)): 0.3697 / 0.1133
[31/100][0/177]	Loss_D: 0.6632	Loss_G: 1.3241	D(x): 0.6421	D(G(z)): 0.1556 / 0.2892
[31/100][50/177]	Loss_D: 0.8537	Loss_G: 2.3787	D(x): 0.7399	D(G(z)): 0.4001 / 0.1006
[31/100][100/177]	Loss_D: 0.8911	Loss_G: 2.3184	D(x): 0.7551	D(G(z)): 0.4276 / 0.1093
[31/100][150/177]	Loss_D: 0.7202	Loss_G: 2.4984	D(x): 0.8643	D(G(z)): 0.4107 / 0.0958
[32/100][0/177]	Loss_D: 0.6381	Loss_G: 2.0458	D(x): 0.6667	D(G(z)): 0.1625 / 0.1507
[32/100][50/177]	Loss_D: 0.8195	Loss_G: 1.8200	D(x): 0.6619	D(G(z)): 0.2695 / 0.1861
[32/100][100/177]	Loss_D: 0.6859	Loss_G: 2.1038	D(x): 0.6470	D(G(z)): 0.1781 / 0.1324
[32/100][150/177]	Loss_D: 0.7963	Loss_G: 1.3031	D(x): 0.6055	D(G(z)): 0.2003 / 0.2971
[33/100][0/177]	Loss_D: 0.7757	Loss_G: 3.4640	D(x): 0.8493	D(G(z)): 0.4394 / 0.0357
[33/100][50/177]	Loss_D: 1.0235	Loss_G: 3.1320	D(x): 0.8515	D(G(z)): 0.5593 / 0.0571
[33/100][100/177]	Loss_D: 0.6911	Loss_G: 1.9214	D(x): 0.7930	D(G(z)): 0.3402 / 0.1646
[33/100][150/177]	Loss_D: 0.7864	Loss_G: 1.7885	D(x): 0.6620	D(G(z)): 0.2504 / 0.1889
[34/100][0/177]	Loss_D: 1.0366	Loss_G: 3.0037	D(x): 0.8278	D(G(z)): 0.5492 / 0.0631
[34/100][50/177]	Loss_D: 0.7791	Loss_G: 2.0647	D(x): 0.6643	D(G(z)): 0.2651 / 0.1767
[34/100][100/177]	Loss_D: 0.8998	Loss_G: 1.4074	D(x): 0.5270	D(G(z)): 0.1535 / 0.2857
